a00000ae	a00000ae202009281548	b	0	C	{18,35}	BonnPI	2020-09-28	0.782189	46.8707	169.5	0.191	14	62	62	1.635	0.11	-0.0762206	-0.0596369	30.4168	29.9208	98.4594	
a00000ae	a00000ae202009281548	b	1	A	{}	BonnPI	2020-09-28	0.802484	1.54808	166.3	0.736	14	64	64	1.635	0.11	-0.0798562	-0.0613317	30.1062	30.7545	101.311	
a00000b7	a00000b7202009281601	b	0	B	{18}	BonnPI	2020-09-28	0.80162	13.5149	167.1	0.5	14	63	63	1.68	0.113	-0.0753239	-0.060207	33.2582	32.0637	105.661	
a00000b7	a00000b7202009281601	b	1	A	{}	BonnPI	2020-09-28	0.793521	6.50288	162.9	0.54	16	64	64	1.68	0.113	-0.0720947	-0.0524414	31.9978	32.2319	111.67	
a00000ba	a00000ba202009231305	a	0	A	{}	Mainz	2020-09-23	0.797283	14.4038	162.9	0.227	20	64	64	1.663	0.113	-0.0829751	-0.0662748	29.5086	29.2024	92.4292	
a00000ba	a00000ba202009231305	a	1	A	{}	Mainz	2020-09-23	0.789947	29.1168	164.1	0.223	16	64	64	1.663	0.113	-0.077021	-0.0664401	30.1542	30.9488	86.5378	
a00000c8	a00000c8202009231400	b	0	A	{}	Mainz	2020-09-23	0.780078	22.0438	164.7	0.455	13	64	64	1.645	0.112	-0.0750144	-0.0571648	29.9132	29.5232	91.384	
a00000c8	a00000c8202009231400	b	1	B	{39}	Mainz	2020-09-23	0.772899	20.3649	165.8	0.36	19	63	63	1.645	0.112	-0.0838346	-0.0637405	30.307	30.775	83.1191	
a00000d2	a00000d2202009231405	b	0	A	{}	Mainz	2020-09-23	0.780785	7.625	160.1	0.238	15	64	64	1.637	0.113	-0.0815471	-0.0591224	30.6277	29.9393	87.7348	
a00000d2	a00000d2202009231405	b	1	C	{29,31,40}	Mainz	2020-09-23	0.787876	20.426	165.5	0.198	14	62	62	1.637	0.113	-0.0642447	-0.0557489	28.5646	29.7365	82.7881	
a00000ee	a00000ee202009281554	a	0	A	{}	BonnPI	2020-09-28	0.769713	28.0803	164.5	0.153	14	64	64	1.685	0.113	-0.0806408	-0.0641908	31.1671	30.8606	95.7831	
a00000ee	a00000ee202009281554	a	1	A	{}	BonnPI	2020-09-28	0.837008	27.4293	178	0.176	15	64	64	1.685	0.113	-0.0686461	-0.060421	30.069	30.5051	98.5203	
a00000ef	a00000ef202009281544	a	0	A	{}	BonnPI	2020-09-28	0.781075	16.8692	163.9	0.135	17	64	64	1.616	0.113	-0.077817	-0.0602772	30.3796	29.8079	91.0819	
a00000ef	a00000ef202009281544	a	1	A	{}	BonnPI	2020-09-28	0.757791	9.46394	158.2	0.176	15	64	64	1.616	0.113	-0.0632577	-0.0460535	28.3665	29.4579	105.664	
a00000f6	a00000f6202009281551	a	0	A	{}	BonnPI	2020-09-28	0.833024	30.187	172	0.164	15	64	64	1.678	0.11	-0.0769391	-0.0647708	32.7019	31.702	108.399	
a00000f6	a00000f6202009281551	a	1	A	{}	BonnPI	2020-09-28	0.804633	17.1837	168.2	1.085	14	64	64	1.678	0.11	-0.0791887	-0.0608404	32.2781	32.3459	108.845	
b8aca000a000006c	b8aca000a000006c202012221633	c	0	A	{}	LSBB_24	2020-12-22	0.801925	29.9082	169.8	0.566	18		64				-0.0488965		32.0429	107.274	
b8aca000a000006c	b8aca000a000006c202012221633	c	1	E	{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63}	LSBB_24	2020-12-22	0.757871	26.5486	169	0.663	15		64				0		0	109.166	
b8e6a000a00000f6	b8e6a000a00000f6202012181651	a	0	A	{}	LSBB_3	2020-12-18	0.778913	35.2245	172	0.526	10		64				-0.0549012		31.3688	122.199	
b8e6a000a00000f6	b8e6a000a00000f6202012181651	a	1	A	{}	LSBB_3	2020-12-18	0.772354	40.124	171	1.607	12		64				-0.0530142		30.6095	100.395	
c4c5a000a000002a	c4c5a000a000002a202012211519	b	0	B	{1}	LSBB_17	2020-12-21	0.758166	27.2125	168.9	0.49	15		64				-0.0377709		31.6618	109.324	
c4c5a000a000002a	c4c5a000a000002a202012211519	b	1	B	{20}	LSBB_17	2020-12-21	0.778342	33.9966	172.7	1.015	18		64				-0.0599764		30.1375	83.4671	
ec91a000a0000087	ec91a000a0000087202012211448	b	0	B	{21}	LSBB_9	2020-12-21	0.776429	31.7264	170.5	0.846	15		63				-0.0538426		31.0819	83.697	
ec91a000a0000087	ec91a000a0000087202012211448	b	1	A	{}	LSBB_9	2020-12-21	0.802617	39.0279	174.3	0.716	12		64				-0.0471776		28.0008	86.8256	
f4dea000a00000f9	f4dea000a00000f9202012221609	a	0	A	{}	LSBB_18	2020-12-22	0.729584	25.1957	161.4	0.607	16		64				-0.0508152		31.7156	116.822	
f4dea000a00000f9	f4dea000a00000f9202012221609	a	1	A	{}	LSBB_18	2020-12-22	0.791236	22.7639	171	0.686	14		64				-0.0526325		32.8385	131.072	
